Commit message,Class,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
"Renamed """"unifyer""""  > """"unifier"""" this was incorrect.",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR 316 : rename test  testPreventRemoveUser,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed Mapping to MappingMode,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename simple Topic type field to avoid overriding Identified type field  Topic s `type` field becomes `topicType`.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performed total rename to DirectMemory,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename set method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed collectionContaining()  > hasItem(). arrayContaining()  > hasItemInArray(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed RELATE to CREATE UNIQUE,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ LIB 132] rename Issuer.issuerOfPatientID() to Issuer.fromIssuerOfPatientID(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename getJsonStore() method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename streamRecurrenceDates to streamRecurrences,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Added a first version of namespace browser (really basic  but already does remote consulting of clojure environment !) Corrected label for add/remove clojure nature. Corrected add/remove clojure nature code that broke when installing clojure lib    HG   rename : src/clojuredev/test.clj  > src/clojuredev/debug/test.clj extra : convert_revision : svn%3A951d75ee 2d4e 0410 a0c2 87c8fdd8ec4c/clojuredev/trunk%4085,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename MapSubReport to ImagesSubReport,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remove baseUrl and do full urls and added getters and setters for these variables  added tests  renamed GenericAttributes to DefaultGenericAttributes,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dev  Dheeru |  313 | adding confirm adherence feature(should fix IT test for multiple patients)  	1.) renamed SavedAdherencePrompts to GetAdherencePrompts 	2.) Added ResetPatientIndexOperation class. this operation should be added for every node in transition classes 	3.) ConfirmAdherenceTransition persists adherence input; CaptureAdherenceTransition adds input to session 	4.) using encodeBase64UrlSafe instead of encodeBase64 ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename People to Friend,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed method for retrieving articles for user.  git svn id: https://svn.origo.ethz.ch/eeg database/branches/hprofiler@1249 1a751040 f3c7 4aaa 98da 1e85aacc1d30,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed removeOOBMessages(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed a poorly named method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed methods in FeatureModelInfo Interface and implenting classes added some Javadoc for private methods,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed API methods into nicer forms now that we allow full operator overloading,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed getColor to getPrefix in Player,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Update bill scrape check normalizations.  Update the """"replaceNonAlpha"""" method to capitalize all characters  because we don t really care about case mismatches.  Also  rename to """"basicNormalize"""" and rename """"stripNonContent"""" to """"ultraNormalize"""". ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Function rename.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JCBC 748: join/nest key clause uses ON KEYS syntax  Motivation            In N1QL  the correct syntax for a on keys clause in a NEST or JOIN is """"ON KEYS Expression"""" not """"KEYS Expression"""" as currently implemented.  Also there s a clause that uses KEYS keyword  but differently: when referencing primary keys (document IDs)  the """"USE KEYS"""" syntax should be used. This syntax expects strings or array of strings (not a token). Could be implemented as a useKeys(...) method next to the current keys methods.  Modifications               KeysElement now takes an enum to denote the type of KEYS clause.  KeysPath """"keys"""" methods for the JOIN side of things have been renamed to """"onKeys""""  added """"useKeys"""" for the FROM side of things (referencing a primary key).  onKeys and useKeys accept an array of Strings. UseKeys with array of size 1 will only produce a String in query  not a JSON array.  Refactored unit tests where ON KEYS was expected. Modified unit tests where USE KEYS what meant instead of ON KEYS.  Results         All unit tests passing  one can now do a FROM clause on the primary key  using useKeys(...) methods. The syntax for JOINs key clause has been fixed in onKeys(...) methods.  Change Id: I6da78c7518b15c3893939afe3fb4877dd3dcd375 Reviewed on: http://review.couchbase.org/49606 Tested by: Simon Baslé <simon@couchbase.com> Reviewed by: Michael Nitschinger <michael.nitschinger@couchbase.com> ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVAL 61 rename getValue to getInvalidValue  git svn id: https://svn.jboss.org/repos/hibernate/validator/trunk@15490 1b8cb986 b30d 0410 93ca fae66ebed9b2,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed to show that it s for online players only  it will go null if offline,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ LIB 207] Rename IDWithIssuer.fromPatientIDWithIssuer(attrs) to pidOf(attrs),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hacker s weekend on compiler plugin    renamed DeepStatementRewriter to DeepBlockRewriter and rewrote it to always process a whole block   heavy refactoring of AST transform related code to make it easier to understand and more extensible   added support for declaring a mock s interactions right when creating it (Mock(List) { ... })   implemented Specification.with { ... } to declare conditions and interactions in the context of an object,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bugs.eclipse.org/bugs/show_bug.cgi?id 386062   renamed some methods in FeatureDescriptor and ObjectDescriptor to try and make sense of what they actually do.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renames,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method rename,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part of HER 1857. Rename textSource >surtsSource  and make old surtsSourceFile a facade for surtsSource.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed stringContains to containsString,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename chain to compose to be more mathematically correct.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JCBC 833: Prefix all Query related classes with N1ql  Motivation:             In order to maintain naming consistency and avoid confusion  classes like Query and related (eg. QueryResult  QueryRow) should be prefixed with N1ql  aligning it with view related classes like ViewQuery.  Modifications:                Renamed Query  QueryResult  QueryRow  their async counterparts  concrete implementations and related tests by prefixing """"Query"""" with """"N1ql"""".  QueryMetrics and QueryParams have been respectively renamed to N1qlMetrics and N1qlParams.  QueryExecutor has been renamed to N1qlQueryExecutor. Order of fields and method declaration has been shuffled around a bit for clarity.  Results:          Less possible confusion when dealing with the various modes of querying couchbase (view  spatial view  N1QL).  Change Id: I47c45c4456800886b794634a3e01c228c7199381 Reviewed on: http://review.couchbase.org/54809 Tested by: Simon Baslé <simon@couchbase.com> Reviewed by: Michael Nitschinger <michael.nitschinger@couchbase.com> ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed CharacterParser is to CharacterParser of for consistency.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MSUREFIRE 23] restructure to allow different test suites to behave identically. Also improved class loader separation by not merging surefire and test classloaders  and renamed  battery  references to  test set . TestNG support is currently commented out  and exception handling needs a cleanup  which will follow.  git svn id: https://svn.apache.org/repos/asf/maven/surefire/branches/surefire testng@382683 13f79535 47bb 0310 9956 ffa450edef68,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renamed """"tunnel"""" connection property to """"jumpstation"""".    Fixed OverthereOnWindowsItest by opening the tunnels in @BeforeClass and closing them in @AfterClass. ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed methods in EventService to findXXX(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javadocs; renamed some methods (no functional changes),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rename """"nabla"""" in """"div"""". ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV 1245 Rename containerElementIndex to typeArgumentIndex,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed constants in hive tests for better clarity.  resolved intermittent failures due to use of incorrect constants. updated hadoop all.sh.template to include configuration steps for 1.x and CDH versions added a script to make testing easier.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed test methods to conform with test guidelines,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed exporting classes.  18  85,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename some classes and variables to new  interpolator  name,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename boolean  isHasXXX  methods to  hasXXX .  This exposes them as  XXX  attributes in XPath.  git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@6708 51baf565 9d33 0410 a72c fc3788e3496d,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename some methods in TestCaseWithTestFile,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename test file to be more general,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revert RF 12738: Renamed jQueryObject to jQuery,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6: Renamed PackageOffer to PackageExportDescription,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename PeerFilter to PeerMapFilter,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
continued rename,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
removed some dummy code  which is no longer required. Renamed an unittest class.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed methods,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed Topic.interfaceControl and TopicViews.interfaceControl to mode.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename the round robin selection of the name server to rotateServers,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed equality method on comparators  git svn id: https://svn.ebi.ac.uk/steinbeck research/CheMet/trunk@1704 47e25a5e c6eb 4c94 8020 4a4a81ee2334,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename clear to close.  git svn id: https://svn.apache.org/repos/asf/incubator/hama/trunk@703093 13f79535 47bb 0310 9956 ffa450edef68,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed distinctall  > distinct,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamet to  preMatching,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename getSourceString()   > getSourceAsString() + don t use parser,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename CharSequence variant of JsonStringEncoder.quoteAsString,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed a test in ArchiveIndexesListerTest to make more sense.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[refactor]: rename method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed compatibleType()  > classCompatibleWith(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiny changes to ResultsTable  More checking for table being disposed  this time around creating the combo box.  Change setColumnDestText to take no arguments  and get the column itself.  Change updateUserPreferences to not take the UserPreferences  since its a singleton and we already have it as a static variable.  There were two signatures for setCellImage: one took an image  the other took a status.  Rename the one that takes a status  to """"setCellStatus"""".  Add javadoc to three methods. ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Added custom Firefly rename settings  renamed Season.setEpisode() to addEpisode()  fixed punctuation removal and added unit test,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed all parts from membase to couchbase,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed keystore and truststore methods,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QualifiedName"""" s are now also marked as generated during ASTConverter phase (just like """"SimpleName"""" s) This fixes """"Rename"""" when inner types are used (for both the main type and the inner type) ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Rename some classes name. Change the phrase  AndroidService  to  Android . It has the following changes:    MqttServiceAndroidClient  > MqttAndroidClient    MqttServiceClient  > MqttConnection    MqttDeliveryTokenAndroidService  > MqttDeliveryTokenAndroid    MqttTokenAndroidService  > MqttDeliveryTokenAndroid  2. Add close method.  3. Merge latest code with Android Wakelock and Java Paho ping mechanism  Change Id: I3b6dc6cbee6bd51c659339e11da89d588b198095 Signed off by: pleong <wtleong@cn.ibm.com>,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename tests around GraphSONUtility,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple.Channel: use PublisherDetails for availableOn  rename groups to channelGroups,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed AsyncState to BlockingVariables  and AsyncCondition to ConditionEvaluator added class BlockingVariable,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename NestedEditorInfo to EditorInfo  The long name is getting unwieldy and preferably EditorInfo should get passed instead of IEditorPart so the rename clarifies what it s for.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGF 761   Refactor Function annotation configuration to be smarter in resolving Apache Geode objects on startup.  Renames OnMember  OnMembers  OnRegion  OnServer and OnServers *ExecutionBeanDefinitionBuilder classes to *FunctionExecutionBeanDefinitionBuilder.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename some methods in the WorldManagerAPI,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PmTable: Renamed getSelectedRow() to getCurrentRowPm(). The name does better match for the related master details context.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename MetricType to MetricAttribute  This is a more common terminology for this enumeration and it was introduced earlier in  837.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed removeAll()   > reset(),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed TSController: advancing items in L/S mode  This was previously ending the item session  which was the wrong behaviour in S mode. The logic now behaves better (suspending the session instead of ending it).  NB: I changed the name of this method to advanceItemLinear() as endItemLinear() is no longer accurate. The corresponding mayEndItemLinear() has been renamed as mayAdvanceItemLinear()  I have added a unit test for this.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A few EventFrame related tweaks and renamed a """"Gm6"""" class to """"Gm""""  EventFrame  * Key selector now grabs focus when a key event is selected  * Tree is now collapsed when the frame is closed  GmFileReader  * Renamed Gm6FileContext to GmFileContext  EventKeySelector  * Tweaked so that an empty box will not let you add <no key>  git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@334 8f422083 7f27 0410 bc82 93e204be8cd2 ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed  execute to  initRepository in AbstractGitMojo  This allows a bit more fine grained access and doesn t suggest that AbstractGitMojo itself does something when executing.  Additionally AbstractGitMojo getHead will now initialize the repository if not already done.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename Snapshot to Checkpoint,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed KeyStoreFactoryBean.passphrase to password  This is for consistency with the JDK documentation and system properties.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename AndroidRelayConfiguration   > MessageBufferConfiguration  and paraemterize it in the example,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switch to positive formulations  i.e. nonneutral  > relevant  also renamed sumCategoryValuates to sumCategoryValuations,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reworked CSV import to support currencies  * re use Extractor + validation logic * show review pages before inserting transactions * moved CSV related code into separate package * renamed UI classes to include  CSV   Issues:  14   295,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[case 9923] Corrected order of execution and renamed demote to reject,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o Added some comments in the AbstractPollingConnectionlessAcceptor o Renamed the startupWorker() method to startupAcceptor()  git svn id: https://svn.apache.org/repos/asf/mina/trunk@751472 13f79535 47bb 0310 9956 ffa450edef68,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renamed a poorly named method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF QCADOOMES 1160 rename countMachine and countRealized,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METAGEN 54 Renamed test and fixed typo in test method,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed throwing to matches,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moved parteTestCase to a child of ConnectorTestCase and renamed mrthod lookupMessageProcessorConstruct to lookupMessageProcessor.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dev  Dheeru |  5 | Renamed resources to """"activate provider"""" theme as these resources are non reusable for reset password ",rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename resourceDao to dao in GenericServiceImpl,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update translator (rename...),rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rename wrongly named unit test,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename: noThrow  > acceptUnknownOption.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename Password to RemotePassword and Username to RemoteUsername (to more closely match REST API names).,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don t create rename string if we re not renaming.  Rearrange things slightly to avoid doing unnecessary work.  Document variable baseForRename.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix RecoveryCoordinatorTest  Use new instance of RecoveryCoordinator in each test. Otherwise  the timestamp of the next call to isTooSoon() could happen well after the backoff threshold on slow machines (such as small nodes on Cloudbees Jenkins)  causing false test failures.  This also renames and refines the individual tests.,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Added regimen manager to define standard regimens and ARV drugs * Added Kenya_EMR_Regimens.xml where regimens are defined * Added loading of XML to module startup * Added display of definitions version on admin home page * Updated some ART unit tests to use ARV drugs included in the new list * Renamed RegChange to DrugOrderChange for clarity * Deleted RegimenComponent.java which wasn t being used,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method rename,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renamed signature parsing methods,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCBC 665: n1ql dp4 Refactor Query into Statement  Motivation            In dp4 queries are not just a string from the query language  but they can have additional parameters. The current implementation just assume there s no other relevant parameter. We need to introduce the concept of a Statement (the current Query dsl) and allow to construct queries with either just a Statement  or with parameters (positional or named).  Modifications               What follows are BREAKING CHANGES:  Refactored Query class into Statement class (including in tests  vars  javadoc). As a side effect  fixed the references to Query in javadoc of SpatialViewQuery and ViewQuery.  The Query interface now represents a complete N1QL dp4 query  that is a Statement and some other params. Such queries are sent to the server by transforming them into Json (the N1QL server accepts Json body in POST for queries). Three implementations have been added: SimpleQuery replaces the use of Query in previous versions  while ParametrizedQuery and PreparedQuery allow to fill values for positional or named parameters in a Statement.  Previous methods query(String s) on buckets have been removed. Ad hoc querying is still possible by providing a complete json representation of the query  parameters and all included  through the queryRaw method.  The equivalent of previous query(Query q) method is now query(Statement s) as the original Query interface has been renamed to Statement.  GenericQueryRequest has been refactored in core to use factory methods to distinguish between a simple statement and a full json query. The latest is now in use in CouchbaseAsyncBucket.  Added tests for the construction of N1QL json from various Queries.  Result        User now construct Statements using the DSL  that they use in a Query. These conforms better to the dp4 specification of N1QL querying  and will ultimately allow for optional and named parameters to be used.  Change Id: I148fb2694bffe0e4235f5a151186037e92713656 Reviewed on: http://review.couchbase.org/44595 Tested by: Simon Baslé <simon@couchbase.com> Reviewed by: Michael Nitschinger <michael.nitschinger@couchbase.com>,rename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
